Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude,Country Code
"December 04, 1961",?,"Mainz, Germany",Lufthansa,?,Training,Boeing 720-030B,D-ABOK,18058/202,3,3,0,Crashed into an open field in a steep dive after attempting an emergency landing.,49.9928617,8.2472526,DE
"December 04, 1964",19:58,"Fayetteville, Arkansas",Commercial Air Taxi,?,?,Cessna 206,N5089U,?,5,4,0,Collided with trees while attempting to land. Pilot error. Misjudged altitude.,36.0625795,-94.1574263,US
"December 04, 1965",16:18,"Carmel, New York",Trans World Airlines / Eastern Air Lines,42 / 853,Boston - Newark,Boeing B-707-131B / L1049C Constellation,N748TW/N6218C,18387/286  / 4526,112,4,0,"Midair collision at 11,000 feet. Misjudgment of altitude separation by the crew of EAL 853 because of an optical illusion created by the up-slope effect of cloud tops resulting in an evasive maneuver by the EAL 853 crew and a reactionary evasive maneuver by  the TWA 42 crew. The 707 landed at JFK despite losing 25 feet of the left wing. There were no injuries to the crew of 7 and 51 passengers aboard the 707.  Three of the 46 passengers and 1 crew member aboard  EAL 853 were killed. Misjudgment of altitude separation by the crew of the Constellation because of an optical illusion created by the up-slope effect of cloud tops, resulting in an evasive maneuver by the Constellation crew and a reactionary evasive maneuver by the Boeing crew.",41.4300937,-73.6801297,US
"December 04, 1969",18:05,"Off Caracas, Venezuela",Air France,212,"Caracas - Pointe a Pitre, Guadeloupe",Boeing B-707-328B,F-BHSZ,18459/335,62,62,0,"At a height of 3,000 ft., the aircraft suddenly nosed  into the sea, 3 minutes after taking off.",6.42375,-66.58973,VE
"December 04, 1971",13:46,"Raleigh, North Carolina",Eastern Air Lines,?,"Miami, FL - Raleigh, NC",Douglas DC-9-31 /Cessna 206,N8943E / N2110F,47166/265 / ?,29,2,0,Midair collision.  The DC-9 descended onto the Cessna. Two killed aboard the Cessna. The DC-9 landed with no one aboard injured. Inadequacy of ATC facilities and services in the terminal area.,35.7795897,-78.6381787,US
"December 04, 1974",04:58,"Irkutsk, Russia",Aeroflot,?,Irkutsk - Kazachinskoye,Antonov An-2 / Antonov An-12,49342/12985,1G12-26/00347110,18,13,0,The An-2 crashed after colliding with Antonov 12 over Irkutsk airport. The ATC cleared the An-2 for takeoff crossing An-12s flight path. The An-12 landed safely. Eleven passengers and 2 crew killed on the An-2,52.28697409999999,104.3050183,RU
"December 04, 1974",22:15,"Near Maskeliya, Sri Lanka",Martinair Holland NV,138,Surabaya - Jeddah,McDonnell Douglas DC-8-55F,PH-MBH,45818/242,191,191,0,"The aircraft impacted Mount Anjimalai at 4,355 ft. the during approach. The crew descended below a safe altitude due to a position error resulting from misinterpretation of Doppler and weather radar.",6.832929399999999,80.5709256,LK
"December 04, 1977",c 20:15,"Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,653,Penang - Kuala Lumpur,Boeing B-737-2H6,9M-MBD,20585/306,100,100,0,"During a hijacking and while descending from 21,000 to 7,000 feet, both pilots were shot and the aircraft crashed into a swamp.",4.210484,101.975766,MY
"December 04, 1978",19:45,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,217,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,N25RM,387,22,2,0,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives.",40.4849769,-106.8317158,US
"December 04, 1984",?,"Near Kostroma, USSR",Aeroflot,?,Kostroma -Kvanovo,LET 410 M,CCCP-67225,770706,17,17,0,Spatial orientation caused by failure of the artificial horizon.,57.77748159999999,40.9698928,RU
"December 04, 1990",?,"Nairobi, Kenya",Sudania Air Cargo,?,?,Boeing B-707-320F,ST-SAC,19377/666,10,10,0,"Undershot the runway by 4km on a second approach, hit powerlines and crashed in fog.",-1.2920659,36.8219462,KE
"December 04, 2010",14:49,"Moscow, Russia",Dagestan Airlines,372,"Moscow -Makhachkala, Dagestan",Tupolev Tu-154M,RA-85744,92A-927,169,2,0,"About 80km out from Moscow, the crew reported losing all three engines, electrical power and navigation equipment. They decided to divert back to Moscow. Visual contact with the ground could not be established until breaking through the overcast at 500 feet. The aircraft landed, skidded off the runway and broke into three pieces. Unintentional shutdown of supply tank booster pumps when the flight engineer carried out manual fuel transfer procedures during the climb, leading to instantaneous oscillation of fuel flow to the engines and their speed, a shut down of the outer engines and power supply problems in the aircraft for 2 minutes 23 seconds due to the failure of three generators. Failure to use all the possibilities by the crew to restore engine power;",55.755826,37.6173,RU
"December 05, 1921",?,"Near Murchinson River, Australia",West Australian Airways,?,Geraldton - Derby,Bristol 28 Tourer,G-AUDI,6116,2,2,0,On approach to Geraldton the plane crashed near the Murchinson River. Considered the first commercial flight in Australila.,-36.6016558,145.2195321,AU
"December 05, 1931",?,"Kewanee, Illinois",Braniff Airways,?,Kansas City - Chicago,Lockheed Vega 5,NC433E,049,6,2,0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.,41.2455927,-89.9248303,US
"December 05, 1937",09:00,"Brindisi Harbor, Italy",Imperial Airways,?,India - London,Short Empire Flying Boat,G-ADUZ,?,19,2,0,The flying boat crashed while attempting to take off. The aircraft was named Cygnus.,40.6327278,17.9417616,IT
"December 05, 1945",20:00,Off the Florida coast,Military - U.S. Navy,19,?,Five Grumman TBM Avengers,?,?,14,14,0,"The five aircraft, (23307) (73209) (46325) (46094) (45714), flying out of the U.S. Naval Air Station at Fort Lauderdale, on a training mission,  became lost, ran out of fuel and crashed into the Atlantic Ocean.  No trace of the planes were ever found. This was the incident that began the ""Bermuda Triangle"" legend.",28.2813711,-80.65458629999999,US
"December 05, 1948",?,"Kiangwan, China",Central Air Transport,?,?,Curtiss C-46,XT-538,?,40,9,0,"Overshot runway, crashed and burned.",35.86166,104.195397,CN
"December 05, 1969",15:00,"Nnear Albuquerque, New Mexico",Private,?,?,Lockheed 18-08 Lodestar,N410M,18-2203,9,9,0,The VFR rated pilot continued flight in poor weather. Airframe icing caused the left wing to fail in flight. The aircraft lost control and crashed. The Lodestar was not equipped with deicing boots.,35.0853336,-106.6055534,US
"December 05, 1970",?,"Delhi, India",Jamair,?,?,Douglas DC-3,VT-CZC,12103,16,5,0,"The No. 2 engine failed on takeoff due to fuel starvation. The plane made a right turn, lost control and crashed.",28.7040592,77.10249019999999,IN
"December 05, 1972",15:05,"Beni Sueif, Egypt",EgyptAir,?,Training,Boeing 707-336C,SU-AOW,19845/809,6,6,0,Crashed after the No. 4 engine separated from the plane.,29.0661274,31.0993845,EG
"December 05, 1972",?,"Myrtle Beach, South Carolina",Military - U.S. Air Force,?,?,Lockheed C-130E Hercules,64-0558,4059,12,12,0,"During a training exercise a  F-102A  jet fighter collided with the C-130, causing both planes to crash.",33.6890603,-78.8866943,US
"December 05, 1980",?,"Dar es Salaam, Tanzania",Tanzania Aviation,?,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,5H-TAL,?,10,10,0,The aircraft broke-up in flight in bad weather.,-6.792354,39.2083284,TZ
"December 05, 1981",19:08,"Honolulu, Hawaii",Private - Parajump air show,?,"Haliive, HI  - Honolulu, HI",Beech C-45H,N8185H,AF-381,12,11,0,"Crashed into the water. Improperly loaded aircraft, weight and center of gravity.",21.3069444,-157.8583333,US
"December 05, 1995",17:55,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,?,Nakhichevan - Baku,Tupolev TU-134B-3,4K-65703,63383,82,54,0,The aircraft crashed shortly after takeoff while attempting to make an emergency landing after the pilot reported problems with the left engine. Vibration caused nuts to work loose from the engine turbine which resulted in engine failure. No fault was found with the right engine and it is believed that it may have been inadvertently shut down by the crew.,39.3256814,45.4912647,AZ
"December 05, 1997",14:46,"Irkutsk-2, Russia",Military - Russian Air Force,?,Irkutsk - Vladivostok,Antonov AN-124-100,RA-82005/08,4516003,23,23,44,"The military aircraft, bound for Vladivostok, crashed into a residential neighborhood twenty seconds after taking off. All four engines failed after the computer system began shutting them down shortly after takeoff.  Design flaw which led to uncoordinated operation of the high-pressure compressors.",51.455944,104.508278,RU
"December 05, 1999",05:12,"Moscow, Russia",Tashkent Aircraft Production Corporation,?,"Moscow, Russia - Tashkent, Uzbekistan",Ilyushin 114T,UK-91004,1083800305,7,5,0,"The cargo plane was taxiing for takeoff when a gust of wind caused the rudder to become fully deflected to the left. The captain continued the takeoff despite suggestions from the crew to return to the gate. Shortly after lifting off the runway the plane yawed to the left and collided with the airport perimeter wall, bursting into flames.",55.755826,37.6173,RU
"December 05, 2007",06:48,"Columbus, Ohio",Castle Aviation,?,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2,2,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",39.9611755,-82.99879419999999,US
"December 05, 2012",09:45,"Near Ladysmith, South Africa",Military - South African Air Force,?,Pretoria - Mthatha Airport,Douglas C47-TP,6840,13866/25311,11,11,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident.",-28.5596713,29.780789,ZA
"December 05, 2013",?,"Near Cachimbo, Brazil",Heringer Taxi Aero,?,Pukanu - Novo Progresso,Britten Norman BN-2A-3 Islander,PT-WMY,314,5,5,0,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots.",-8.948941999999999,-54.901562,BR
"December 06, 1923",?,"Castalia, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,318,?,1,1,0,?,41.4000523,-82.80852039999999,US
"December 06, 1931",05:45,"Bangkok, Thailand",KLM Royal Dutch Airlines,?,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,PH-AFO,5226,7,5,0,"Take off  was made with the  emergency hatch in cockpit roof open. This spoiled the lift and aircraft didn't become airborne.  At the end of the field, the aircraft crashed into a dam.",13.7563309,100.5017651,TH
"December 06, 1936",?,Near Moscow,Deruluft,?,?,Antonov AN-9,CCCP-D311,?,14,9,0,Pilot error.,55.755826,37.6173,RU
"December 06, 1948",?,"Milan, Italy",Avio Linee ItalianeAvio Linee Italiane,?,Milan - Brussels,Douglas C-47,I-ETNA,4396,7,7,0,The aircraft crashed during takeoff in fog.,45.4654219,9.1859243,IT
"December 06, 1952",04:40,"Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,?,Madrid - Azores - Bermuda - Havana,Douglas DC-4,CU-T397,10319,41,37,0,"Crashed dived into the sea approximately 5 miles from the airport shortly after taking off. Cause unknown. The plane was called ""The Star of the East.""",32.3078,-64.7505,BM
"December 06, 1952",?,"Near Sofia, Bugaria",TABSO,?,Sofia - Varna,Lisunov Li-2,?,?,18,18,0,Crashed en route.,42.6977082,23.3218675,BG
"December 06, 1962",c 17:00,"Barrancabermeja, Colombia",Taxader Airlines,209,Bucaramanga - Barrancabermeja,Douglas C-47,HK-437E,4697,26,24,0,Crashed in heavy rain while en route. Pilot error. Flight under VFR in IFR conditions.,7.0617085,-73.8519319,CO
"December 06, 1968",18:20,"St. Thomas, Virgin Islands",Conquest Airways - Air Taxi,?,?,Beechcraft E18S,N433AC,?,11,3,0,Aircraft failed to maintain flying speed during initial climb. Center of gravity aft of limits. Possible misuse of flaps.,18.335361,-64.95340089999999,VI
"December 06, 1969",07:07,"Near Khantanga, Russia",Aeroflot,5135,Syktyvkar - Khatanga,Antonov An-12PL,CCCP-11381,402807,8,8,0,Crashed short of the runway on approach. Icing.,71.964027,102.440613,RU
"December 06, 1971",?,"Tikaka, Sudan",Sudan Airways,?,?,Fokker F-27 Friendship 200,ST-AAY,10238,42,10,0,The aircraft experienced a forced landing after being hijacked and running out of fuel.,12.862807,30.217636,SD
"December 06, 1972",?,"Near  Lac Randall, Quebec ,Canada",Superior Airways,?,?,Douglas C-47B-15-DK,CF-AUQ,15281/26726,3,3,0,"The aircraft entered a spiral, while the captain tried to remove ice from the windscreen with a scraper. This caused a violent correction which led to a high speed stall. The DC-3 crashed  12 miles south of Lac Randall in a nose and wing down attitude.",52.9399159,-73.5491361,CA
"December 06, 1984",18:14,"Jacksonville, Florida",Provincetown - Boston Airlines,1039,Jacksonville - Tampa,Embraer 110P1 Bandeirante,N96PB,110-365,13,13,0,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure.",30.3321838,-81.65565099999999,US
"December 06, 1990",?,"Near Matak, Indonesia",Pelita Air Service,?,?,IPTN 332C Super Puma,PK-PUI,NSP4/2022,12,10,0,The helicopter crashed into the sea.,3.3120912,106.2639825,ID
"December 06, 1999",07:06,"Johannesburg, South Africa",Charter - Flightline Charter Services,-,"Johannesburg, South Africa  - Oranjemund, Namibia",Piper PA-31-350,ZS-OJY,31-7405210,9,9,0,"Shortly after takeoff, the pilot declared an engine failure. Seconds later he stated ""We are going down sir, we are going down."" The plane crashed 2 nm to the right of Runway 29 and burst into flames.  Failure of the exhaust pipe segment which caused the right hand engine to lose power and fail. The aircraft was overloaded. The company's lack of flight operations management experience.",-26.2041028,28.0473051,ZA
"December 06, 2004",10:23,"Bellevue, Idaho",Salmon Air - Air Taxi,?,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,N25SA,0208B-0866,2,2,0,The aircraft crashed and burned while on approach to Runway 31 at Friedman Memorial Airport. The pilot's failure to maintain aircraft control while on approach for landing in icing conditions. Inadequate airspeed was a factor.,43.4635179,-114.2605998,US
"December 06, 2005",14:15,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,?,Tehran - Bandar Abbas,Lockheed C-130B Hercules,5-8512,4386,94,94,14,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,35.6891975,51.3889736,IR
"December 07, 1934",?,"Salchau, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-OMAS,2008,3,3,0,?,53.8992685,13.6468979,DE
"December 07, 1936",10:47,"Off Dakar, French West Africa",Air France,?,?,Latécoère 300,F-AKGF,1,5,5,0,"Aviator Jean Mermoz killed. The last message from the aviator was ""we have switched off the rear engine."" The plane and crew of four were never found.",?,?,?
"December 07, 1949",17:15,"Vallejo, California",Arrow Airlines,?,Burbank - Oakland - Sacramento,Douglas DC-3,NC60256,9201,9,9,0,"Struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of Vallejo, California. The pilot failed to fly at the assigned altitude of 4,000 feet on his flight plan.",38.1040864,-122.2566367,US
"December 07, 1960",?,"Cachimbo, Brazil",REAL,?,Cuiaba - Manaus,Curtiss C-46A-60-CK,PP-AKF,295,15,15,0,"The No.2 engine failed while en route. The aircraft lost altitude, crashed in a jungle and burned. Starboard engine failed to feather for reasons unknown.",-8.948941999999999,-54.901562,BR
"December 07, 1963",19:19,"Near Nederland, Colorado",Zantop Air Transport,?,Lowery AFB - Ogden Hill AFB,Curtis C-46A-20-CU,N609,26571,3,3,0,"The cargo plane impacted a vertical rock face at 12,500 ft. Pilot in command executed improper in-flight decisions and planning and exercised poor judgment.",39.9613759,-105.5108312,US
"December 07, 1965",18:40,"Tenerife, Canary Islands",Spantax,?,"Tenerife - Manchester, England",Douglas DC-3,EC-ARZ,13474,32,32,0,Crashed into high terrain shortly after takeoff. Cause undetermined. Mechanical failure suspected.,28.4636296,-16.2518467,ES
"December 07, 1967",?,"Muong Soui, Laos",Lao Cathay Airlines,?,?,Douglas DC-3,XW-PFM,?,12,10,0,The cargo plane crashed.,19.5271549,102.8960712,LA
"December 07, 1970",?,"Near Constanta, Romania",Tarom,?,Tel Aviv - Constanta,BAC One-Eleven  424EU,YR-BCA,130,27,18,0,Crashed 4 kms short of the runway on approach in poor weather after being diverted to Bucurest.,44.1598013,28.6348138,RO
"December 07, 1973",22:29,"Moscow, USSR",Aeroflot,964,Mineral Waters - Moscow,Tupolev TU-104B,CCCP-42503,21901,75,13,0,The aircraft crashed after the wing touched the ground while landing short of the runway. Crew error in not executing a missed approach.,55.751389,37.534444,RU
"December 07, 1980",16:47,"Michigan City, IN",Queen Airmotive - Air Taxi,?,"Chicago, IL - Michigan City, IL",Beechcraft B90,N2181L,LW-181,4,4,0,Crashed on final approach and came to rest in water. Elevator assembly detached due to missing bolt.,41.70753939999999,-86.8950297,US
"December 07, 1982",19:10,"Near Pueblo, Colorado",Pioneer Airlines,?,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,N30093,AC-449,2,2,0,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.,38.2544472,-104.6091409,US
"December 07, 1983",c 09:40,"Near Madrid, Spain",Iberia Airlines / Aviaco,350/134,Madrid - Rome,Boeing B-727-200 / DC9-32,EC-CFJ/EC-CGS,20820 / 47645,135,93,0,"While taking off, the B-727 struck the DC-9 on the runway in poor visibility, fog and snow. Because of poor visibility and inadequate signs and markings the, DC-9 inadvertently wandered on the runway being used by the B-727 to take off. The airport had no ground radar. Fifty-one aboard the 727 and all 42 aboard the DC-9 were killed. Mexican actress,  María ""Fanny Cano"" Damián, 39, among those killed.",40.4167754,-3.7037902,ES
"December 07, 1987",16:16,"San Luis Obispo, California",Pacific Southwest Airlines,1771,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,N350PS,E-2027,43,43,0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantic message to air traffic controllers: ""There’s gunfire aboard."" Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph at 5,000 g's . Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot.",35.2827524,-120.6596156,US
"December 07, 1988",19:33,"Kodinsk, Russia",Aeroflot,?,Krasnoyarsk - Kodinsk,Let 410UVP,CCCP-67127,790323,14,6,0,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.,58.60767269999999,99.1779092,RU
"December 07, 1995",05:20,"Near Grossevichi, Russia",Far East Aviation,3949,Yushno - Khabarovk,Tupolev TU-154B,RA-85164,76A-0164,98,98,0,"The aircraft crashed into mountainous terrain while en route. Crew error. Fuel-feed selected from wing tanks on one side only, causing an imbalance and banking to the right. The autopilot was able to counteract the imbalance for approximately 35 minutes into the flight.",47.981556,139.541809,RU
"December 07, 1996",15:23,"Banjarmasin, Indonesia",Dirgantara Air Services,?,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,17,16,2,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway.",-3.3186067,114.5943784,ID
"December 07, 1998",11:13,"Baie-Comeau, Canada",Air Satellite,?,Point-Lebel - Rimouski,Britten-Norman Trislander,C-FCVK,2028,10,7,0,"The aircraft crashed into the St. Lawrence River in shallow water, 2km from the runway after taking off from Point-Lebel.",49.2212971,-68.1503944,CA
"December 07, 1999",09:25,"Near Bayombang, Philippines",Asian Spirit,?,Manila - Cauayan,Let 410UVP,RP-C-3883,851429,17,17,0,The aircraft apparently flew into a mountainside towards the end of a flight from Manila to Cauayan in rain and poor visibility.,16.4804228,121.1481284,PH
"December 07, 1999",13:00,"Bethel, Alaska",Air Taxi - Grant Aviation Inc.,?,?,Cessna 207,N1747U,20700347,6,6,0,"Crashed 49 miles from the departure airport. The pilot's continued VFR flight into instrument meteorological conditions. Factors associated with the accident were low ceilings, fog, and snow-covered terrain.",60.7922222,-161.7558333,US
"December 07, 2004",10:45,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,?,?,Cessna TU206G,HK-2882,?,6,6,0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.,2.181718,-73.78645,CO
"December 07, 2011",16:45,"Near Henderson, Nevada",Sundance Helicopters Inc.,?,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,5,5,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.",36.0395247,-114.9817213,US
"December 08, 1934",05:30,"Columbia, Missouri",Braniff Airlines,?,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,?,1,1,0,The mail plane crashed to the ground from a low altitude. Icing.,38.9517053,-92.3340724,US
"December 08, 1937",?,"Saint Sauveur, France",Air France,?,?,Potez 621,F-AOTZ,4213,7,2,0,Crashed in poor weather conditions.,43.74980499999999,1.400246,FR
"December 08, 1938",?,"Off Kubashima, Japan",Japan Aviation Corporation,?,?,Nakajima DC-2,?,?,12,10,0,Crashed into the sea near Okinawa due to engine failure.,36.204824,138.252924,JP
"December 08, 1938",c 09:00,East China Sea,Japan Aviation Corporation,?,Fukuoka - Taihoku,Nakajima A-T2,J-BDOH,?,15,10,0,Crashed into the ocean after experiencing engine failure.,30.3953462,125.9152074,ERR:15:no country code found
"December 08, 1945",?,"Near Billings, Montana",Military - U.S. Army,?,"Newark, N.J. - Seattle, WA",Douglas C-47,?,?,21,17,0,Crashed into a field after hitting trees while attempting to land in a snowstorm.,45.7832856,-108.5006904,US
"December 08, 1950",?,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,?,?,Douglas C-54A,F-BELB,3084,56,46,0,Crashed into a mountain in the Pyrenees 5 minutes after takeoff. Crew error. Excessive low rate of climb at night in an unknown region and premature change of heading.,4.3946735,18.5581899,CF
"December 08, 1950",?,"Ruig Piner, France",Air Atlas,?,Casablanca - Perpignan,Douglas DC-3,F-BAXY,16100/32848,7,5,0,Flew into a mountain in the Pyrenees.,46.227638,2.213749,FR
"December 08, 1956",06:47,"Caqueta, Colombia",AIDA,?,Bogota - Medellin - Quibdo,Consolidated PBY-5A Catalina,HK-133,?,16,14,0,"The starboard engine failed shortly after takoff and  the plane crash into Quetame Hill, 25km northwest of Santa Cecilia  Airport. Complete failure of the starboard engine due to the breakdown of the lubricating system. Recklessness of the pilot in taking off from a closed airport while aware of the poor weather conditions. The aircraft was also overloaded.",0.869892,-73.8419063,CO
"December 08, 1957",16:45,"Bolivar, Argentina",Aerolineas Argentinas,?,Buenos Aires - San Carlos,Douglas DC-4,LV-AHZ,27227,61,61,0,The plane crashed during a storm. Left wing detached in extreme turbulence. The pilot descending on a track well below the minimum safety flight altitude established for this type of operation. The absence in the flight plan of a forecast showing the intensity of the meteorological phenomena encountered. Inadequate operational dispatch of the aircraft.,-36.231159,-61.12060200000001,AR
"December 08, 1959",16:57Z,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,?,San Andres Island - Cartagena,Curtiss C-46A,HK-515,26941,45,45,0,Disappeared en route. Right landing gear found on Moron Island.  Cause undetermined.,10.3910485,-75.4794257,CO
"December 08, 1963",20:59,"Elkton, Maryland",Pan American World Airways,214,Washington - Baltimore - Philadelphia,Boeing B-707-121,N709PA,17588/3,81,81,0,"The airliner was on a flight from Baltimore to Philadelphia. The aircraft was in a holding pattern along with 5 other planes when the control tower received a Mayday message. The plane was seen going down in flames and crashed 10 miles southwest of New Castle, Delaware. The aircraft was struck by lightning.  Lightning induced ignition of fuel tank vapors. Within two weeks after the accident, the FAA ordered lightning discharge wicks to be installed on all commercial jet airliners. The aircraft was named Clipper Tradewind.",39.60677889999999,-75.83327179999999,US
"December 08, 1964",10:48,"Tripuani, Bolivia",Aerolineas Abaroa,?,Tipuani - La Paz,Douglas DC-3,CP-639,7375,17,17,0,The plane crashed in the Andes Mountains after an explosion blew off the tail of the aircraft. Detonation of a bomb in the tail section of the passenger cabin. A suicide-for-insurance plot was suspected.,-15.5641036,-68.0188096,BO
"December 08, 1967",?,"Carpich Huanuco Mt., Peru",Faucett,?,Huanuco - Tingo Maria,Douglas DC-C-54A,OB-R-148,10284,72,72,0,"The plane flew into 10,500 ft. Carpish Mountain,30 miles from Tingo Maria.",-9.189967,-75.015152,PE
"December 08, 1968",10:55,"Wolf Creek, Montana",Northwest Moon - Air Taxi,?,?,Aero Commander 560-F,N6257X,?,3,3,0,Crashed while en route. Pilot flew into icing conditions and turbulence.  Continued VFR flight into adverse weather conditions.,47.006054,-112.0691697,US
"December 08, 1969",20:46,"Near Keratea, Greece",Olympic Airways,?,Chania - Athens,Douglas DC-6B,SX-DAE,45540/1016,90,90,0,"The aircraft crashed into Mt. Pan, 25 miles SW of Athens while preparing to land. The flight crew deviated from the proper track and descended below the minimum safe altitude during approach.",37.8071796,23.9763412,GR
"December 08, 1972",14:28,"Midway Airport, Chicago, Illinois",United Air Lines,553,Washington - Chicago,Boeing B-737-222,N9031U,19069/75,61,43,2,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.",41.7864626,-87.7387943,US
"December 08, 1972",?,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26,26,0,Crashed into hilly area in poor weather conditions.,33.598394,73.0441352,PK
"December 08, 1977",12:00,"Intracostal City, Louisiana",Petroleum Helicopter,?,?,SNIAS SA330J,N4730S,?,19,17,0,Collided with cable crane. Crane operator failed to park crane boom in stowed position.,29.7843773,-92.15623860000001,US
"December 08, 1987",?,"Kanabea, Papua New Guinea",Talair,?,?,Britten-Norman BN-2A-2 Islander,P2-MIB,217,4,1,0,Crashed on takeoff.,-6.314992999999999,143.95555,PG
"December 08, 1987",?,"Off Lima, Peru",Military - Peruvian Naval Aviation,?,Pucallpa - Lima,Fokker F-27 Friendship 400M,AE-560,10548,43,42,0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.,-12.1318439,-76.97902789999999,PE
"December 08, 1988",?,"Bîr Mogreïn, Mauritania",T & G Aviation,?,Dakar - Agadir,Douglas DC-7CF,N284,45203/776,5,5,0,Accidently struck by a surface-to-air missile by the Polisario.,25.2322352,-11.5788103,MR
